x0,x1,x2,x3,x4,x5,x6,y
0.8,0.2,10.0,100.0,40.0,0.68212,0.0,0.0079436
0.8,0.2,10.0,100.0,40.0,0.72093,0.1396263401595463,0.025963
0.8,0.2,10.0,100.0,40.0,0.75628,0.2792526803190927,0.03757
0.8,0.2,10.0,100.0,40.0,0.78852,0.418879020478639,0.049698
0.8,0.2,10.0,100.0,40.0,0.81613,0.5585053606381855,0.060735
0.8,0.2,10.0,100.0,40.0,0.8402,0.6981317007977318,0.06843
0.8,0.2,10.0,100.0,40.0,0.86149,0.8377580409572781,0.074857
0.8,0.2,10.0,100.0,40.0,0.87827,0.9773843811168246,0.078966
0.8,0.2,10.0,100.0,40.0,0.89216,1.117010721276371,0.081845
0.8,0.2,10.0,100.0,40.0,0.15564,1.2566370614359172,0.0018221
0.8,0.2,10.0,100.0,40.0,0.90606,1.3962634015954636,0.087426
0.8,0.2,10.0,100.0,40.0,0.23052,1.53588974175501,0.0038996
0.8,0.2,10.0,100.0,40.0,0.36864,0.0698131700797731,0.0045244
0.8,0.2,10.0,100.0,40.0,0.431,0.2094395102393195,0.0075718
0.8,0.2,10.0,100.0,40.0,0.48926,0.3490658503988659,0.012034
0.8,0.2,10.0,100.0,40.0,0.54348,0.4886921905584123,0.018102
0.8,0.2,10.0,100.0,40.0,0.59358,0.6283185307179586,0.024895
0.2,0.2,20.0,1000.0,10.0,0.13162,0.3490658503988659,4.8504e-06
0.2,0.2,20.0,1000.0,10.0,0.97839,0.4886921905584123,0.00053532
0.2,0.2,20.0,1000.0,10.0,0.98353,0.6283185307179586,0.00070601
0.2,0.2,20.0,1000.0,10.0,0.98811,0.767944870877505,0.00089864
0.2,0.2,20.0,1000.0,10.0,0.9927,0.9075712110370514,0.0010956
0.2,0.2,20.0,1000.0,10.0,0.99654,1.0471975511965976,0.0012873
0.2,0.2,20.0,1000.0,10.0,0.99841,1.1868238913561442,0.0014694
0.2,0.2,20.0,1000.0,10.0,1.0003,1.3264502315156903,0.0016421
0.2,0.2,20.0,1000.0,10.0,1.0024,1.4660765716752369,0.0017989
0.2,0.2,20.0,1000.0,10.0,1.008,0.0,0.00024022
0.2,0.2,20.0,1000.0,10.0,0.26194,0.1396263401595463,1.3006e-05
0.2,0.2,20.0,1000.0,10.0,1.0111,0.2792526803190927,0.00085379
0.2,0.2,20.0,1000.0,10.0,0.3898,0.418879020478639,4.8915e-05
0.2,0.2,20.0,1000.0,10.0,0.51415,0.5585053606381855,0.00010646
0.2,0.2,20.0,1000.0,10.0,0.63399,0.6981317007977318,0.00019685
0.2,0.2,20.0,1000.0,10.0,0.74696,0.8377580409572781,0.00031928
0.2,0.2,20.0,1000.0,10.0,0.84021,0.9773843811168246,0.0004613
0.2,0.2,20.0,1000.0,10.0,0.90651,1.117010721276371,0.00060946
0.2,0.2,20.0,1000.0,10.0,0.9491,1.2566370614359172,0.00076142
0.8,0.2,20.0,100.0,40.0,0.074483,0.767944870877505,0.00038945
0.8,0.2,20.0,100.0,40.0,0.60818,0.9075712110370514,0.028961
0.8,0.2,20.0,100.0,40.0,0.6488,1.0471975511965976,0.033236
0.8,0.2,20.0,100.0,40.0,0.68621,1.1868238913561442,0.037419
0.8,0.2,20.0,100.0,40.0,0.72072,1.3264502315156903,0.042585
0.8,0.2,20.0,100.0,40.0,0.75227,1.4660765716752369,0.047431
0.8,0.2,20.0,100.0,40.0,0.80468,0.0,0.01177
0.8,0.2,20.0,100.0,40.0,0.82611,0.1396263401595463,0.045301
0.8,0.2,20.0,100.0,40.0,0.84483,0.2792526803190927,0.062658
0.8,0.2,20.0,100.0,40.0,0.86003,0.418879020478639,0.077587
0.8,0.2,20.0,100.0,40.0,0.14784,0.5585053606381855,0.0012093
0.8,0.2,20.0,100.0,40.0,0.87522,0.6981317007977318,0.087509
0.8,0.2,20.0,100.0,40.0,0.21896,0.8377580409572781,0.0033199
0.8,0.2,20.0,100.0,40.0,0.28667,0.9773843811168246,0.0060746
0.8,0.2,20.0,100.0,40.0,0.35034,1.117010721276371,0.0092778
0.8,0.2,20.0,100.0,40.0,0.40978,1.2566370614359172,0.0126
0.8,0.2,20.0,100.0,40.0,0.46501,1.3962634015954636,0.016059
0.8,0.2,20.0,100.0,40.0,0.51648,1.53588974175501,0.019836
0.2,0.2,3.0,1000.0,10.0,0.2538,1.3962634015954636,4.7263e-05
0.2,0.2,3.0,1000.0,10.0,1.275,1.53588974175501,0.0025758
0.2,0.2,3.0,1000.0,10.0,1.358,0.0698131700797731,0.0007003
0.2,0.2,3.0,1000.0,10.0,1.3985,0.2094395102393195,0.0010937
0.2,0.2,3.0,1000.0,10.0,1.4354,0.3490658503988659,0.0016067
0.2,0.2,3.0,1000.0,10.0,1.4685,0.4886921905584123,0.0022252
0.2,0.2,3.0,1000.0,10.0,1.502,0.6283185307179586,0.0029376
0.2,0.2,3.0,1000.0,10.0,1.535,0.767944870877505,0.0037442
0.2,0.2,3.0,1000.0,10.0,1.5671,0.9075712110370514,0.0045644
0.2,0.2,3.0,1000.0,10.0,1.5955,1.0471975511965976,0.005371
0.2,0.2,3.0,1000.0,10.0,0.50228,1.1868238913561442,0.00017093
0.2,0.2,3.0,1000.0,10.0,1.6235,1.3264502315156903,0.006422
0.2,0.2,3.0,1000.0,10.0,0.73821,1.4660765716752369,0.00039951
0.2,0.2,3.0,1000.0,10.0,1.0083,0.0,0.00018186
0.2,0.2,3.0,1000.0,10.0,1.0599,0.1396263401595463,0.00035508
0.2,0.2,3.0,1000.0,10.0,1.1192,0.2792526803190927,0.00056799
0.2,0.2,3.0,1000.0,10.0,1.1774,0.418879020478639,0.00086629
0.2,0.2,3.0,1000.0,10.0,1.2313,0.5585053606381855,0.0012464
0.8,0.2,3.0,100.0,40.0,0.095554,0.0698131700797731,0.00028327
0.8,0.2,3.0,100.0,40.0,0.78599,0.2094395102393195,0.028521
0.8,0.2,3.0,100.0,40.0,0.8358,0.3490658503988659,0.041725
0.8,0.2,3.0,100.0,40.0,0.87863,0.4886921905584123,0.057374
0.8,0.2,3.0,100.0,40.0,0.91523,0.6283185307179586,0.072593
0.8,0.2,3.0,100.0,40.0,0.94189,0.767944870877505,0.085485
0.8,0.2,3.0,100.0,40.0,0.96446,0.9075712110370514,0.095306
0.8,0.2,3.0,100.0,40.0,0.9802,1.0471975511965976,0.10203
0.8,0.2,3.0,100.0,40.0,0.99558,1.1868238913561442,0.10708
0.8,0.2,3.0,100.0,40.0,1.0087,1.3264502315156903,0.11251
0.8,0.2,3.0,100.0,40.0,1.0222,1.4660765716752369,0.11884
0.8,0.2,3.0,100.0,40.0,1.0363,0.0,0.02887
0.8,0.2,3.0,100.0,40.0,0.2812,0.1396263401595463,0.002498
0.8,0.2,3.0,100.0,40.0,0.3681,0.2792526803190927,0.0053538
0.8,0.2,3.0,100.0,40.0,0.45074,0.418879020478639,0.010085
0.8,0.2,3.0,100.0,40.0,0.52848,0.5585053606381855,0.016883
0.8,0.2,3.0,100.0,40.0,0.6009,0.6981317007977318,0.025116
0.8,0.2,3.0,100.0,40.0,0.66808,0.8377580409572781,0.033866
0.8,0.2,3.0,100.0,40.0,0.72987,0.9773843811168246,0.042156
0.8,0.2,3.0,1000.0,40.0,0.16607,1.117010721276371,0.00021933
0.8,0.2,3.0,1000.0,40.0,0.99741,1.2566370614359172,0.011439
0.8,0.2,3.0,1000.0,40.0,1.0206,1.3962634015954636,0.012696
0.8,0.2,3.0,1000.0,40.0,1.0468,1.53588974175501,0.014141
0.8,0.2,3.0,1000.0,40.0,1.1025,0.0698131700797731,0.0074817
0.8,0.2,3.0,1000.0,40.0,1.1298,0.2094395102393195,0.011439
0.8,0.2,3.0,1000.0,40.0,1.1564,0.3490658503988659,0.016051
0.8,0.2,3.0,1000.0,40.0,1.1817,0.4886921905584123,0.021311
0.8,0.2,3.0,1000.0,40.0,1.2052,0.6283185307179586,0.026294
0.8,0.2,3.0,1000.0,40.0,1.2266,0.767944870877505,0.030226
0.8,0.2,3.0,1000.0,40.0,0.32464,0.9075712110370514,0.00076781
0.8,0.2,3.0,1000.0,40.0,1.2461,1.0471975511965976,0.031694
0.8,0.2,3.0,1000.0,40.0,0.47017,1.1868238913561442,0.001686
0.8,0.2,3.0,1000.0,40.0,0.6018,1.3264502315156903,0.0027455
0.8,0.2,3.0,1000.0,40.0,0.71528,1.4660765716752369,0.0039466
0.8,0.2,3.0,1000.0,40.0,0.89061,0.0,0.0018218
0.8,0.2,3.0,1000.0,40.0,0.93386,0.1396263401595463,0.004238
0.8,0.2,3.0,1000.0,40.0,0.97474,0.2792526803190927,0.0065362
0.2,0.2,4.0,1000.0,10.0,0.24421,0.6981317007977318,2.8488e-05
0.2,0.2,4.0,1000.0,10.0,1.1712,0.8377580409572781,0.0017541
0.2,0.2,4.0,1000.0,10.0,1.1981,0.9773843811168246,0.0021902
0.2,0.2,4.0,1000.0,10.0,1.2246,1.117010721276371,0.0026356
0.2,0.2,4.0,1000.0,10.0,1.2512,1.2566370614359172,0.0030777
0.2,0.2,4.0,1000.0,10.0,1.2771,1.3962634015954636,0.0034954
0.2,0.2,4.0,1000.0,10.0,1.3016,1.53588974175501,0.0038714
0.2,0.2,4.0,1000.0,10.0,1.3429,0.0698131700797731,0.00090874
0.2,0.2,4.0,1000.0,10.0,1.3635,0.2094395102393195,0.0014312
0.2,0.2,4.0,1000.0,10.0,1.3837,0.3490658503988659,0.0020556
0.2,0.2,4.0,1000.0,10.0,0.48282,0.4886921905584123,8.5018e-05
0.2,0.2,4.0,1000.0,10.0,1.4031,0.6283185307179586,0.0033641
0.2,0.2,4.0,1000.0,10.0,0.7095,0.767944870877505,0.00026458
0.2,0.2,4.0,1000.0,10.0,0.89351,0.9075712110370514,0.00050084
0.2,0.2,4.0,1000.0,10.0,0.96637,1.0471975511965976,0.00078354
0.2,0.2,4.0,1000.0,10.0,1.0195,1.1868238913561442,0.0010822
0.2,0.2,4.0,1000.0,10.0,1.0578,1.3264502315156903,0.0013913
0.2,0.2,4.0,1000.0,10.0,1.0974,1.4660765716752369,0.0017029
0.8,0.2,4.0,100.0,40.0,0.094758,1.117010721276371,0.00069254
0.8,0.2,4.0,100.0,40.0,0.7612,1.2566370614359172,0.045782
0.8,0.2,4.0,100.0,40.0,0.80824,1.3962634015954636,0.052095
0.8,0.2,4.0,100.0,40.0,0.84945,1.53588974175501,0.058717
0.8,0.2,4.0,100.0,40.0,0.91115,0.0698131700797731,0.035913
0.8,0.2,4.0,100.0,40.0,0.93562,0.2094395102393195,0.054686
0.8,0.2,4.0,100.0,40.0,0.94917,0.3490658503988659,0.074514
0.8,0.2,4.0,100.0,40.0,0.96272,0.4886921905584123,0.096035
0.8,0.2,4.0,100.0,40.0,0.97395,0.6283185307179586,0.11408
0.8,0.2,4.0,100.0,40.0,0.98353,0.767944870877505,0.12666
0.8,0.2,4.0,100.0,40.0,0.18786,0.9075712110370514,0.002534
0.8,0.2,4.0,100.0,40.0,0.9931,1.0471975511965976,0.12894
0.8,0.2,4.0,100.0,40.0,0.27774,1.1868238913561442,0.0057774
0.8,0.2,4.0,100.0,40.0,0.36291,1.3264502315156903,0.0098246
0.8,0.2,4.0,100.0,40.0,0.4427,1.4660765716752369,0.014553
0.8,0.2,4.0,100.0,40.0,0.58691,0.0,0.0069043
0.8,0.2,4.0,100.0,40.0,0.65032,0.1396263401595463,0.016909
0.8,0.2,4.0,100.0,40.0,0.70847,0.2792526803190927,0.026165
0.8,0.2,4.0,1000.0,40.0,0.15256,0.418879020478639,0.00010786
0.8,0.2,4.0,1000.0,40.0,0.95112,0.5585053606381855,0.0096731
0.8,0.2,4.0,1000.0,40.0,0.96822,0.6981317007977318,0.011866
0.8,0.2,4.0,1000.0,40.0,0.98532,0.8377580409572781,0.013575
0.8,0.2,4.0,1000.0,40.0,0.99837,0.9773843811168246,0.014764
0.8,0.2,4.0,1000.0,40.0,1.0114,1.117010721276371,0.015565
0.8,0.2,4.0,1000.0,40.0,1.0257,1.2566370614359172,0.016396
0.8,0.2,4.0,1000.0,40.0,1.0412,1.3962634015954636,0.017431
0.8,0.2,4.0,1000.0,40.0,1.0572,1.53588974175501,0.018651
0.8,0.2,4.0,1000.0,40.0,1.0891,0.0698131700797731,0.0096269
0.8,0.2,4.0,1000.0,40.0,0.29801,0.2094395102393195,0.00031509
0.8,0.2,4.0,1000.0,40.0,1.1043,0.3490658503988659,0.018899
0.8,0.2,4.0,1000.0,40.0,0.43131,0.4886921905584123,0.0010231
0.8,0.2,4.0,1000.0,40.0,0.55167,0.6283185307179586,0.0020205
0.8,0.2,4.0,1000.0,40.0,0.65678,0.767944870877505,0.0032816
0.8,0.2,4.0,1000.0,40.0,0.74725,0.9075712110370514,0.0046127
0.8,0.2,4.0,1000.0,40.0,0.82263,1.0471975511965976,0.0058566
0.8,0.2,4.0,1000.0,40.0,0.88252,1.1868238913561442,0.0069691
0.8,0.2,4.0,1000.0,40.0,0.92148,1.3264502315156903,0.0080734
0.2,0.2,6.0,1000.0,10.0,0.20819,0.0,7.6566e-06
0.2,0.2,6.0,1000.0,10.0,1.0576,0.1396263401595463,0.00050925
0.2,0.2,6.0,1000.0,10.0,1.0776,0.2792526803190927,0.00074986
0.2,0.2,6.0,1000.0,10.0,1.0967,0.418879020478639,0.0010458
0.2,0.2,6.0,1000.0,10.0,1.1138,0.5585053606381855,0.0014021
0.2,0.2,6.0,1000.0,10.0,1.126,0.6981317007977318,0.0018178
0.2,0.2,6.0,1000.0,10.0,1.1389,0.8377580409572781,0.0022415
0.2,0.2,6.0,1000.0,10.0,1.1519,0.9773843811168246,0.0026657
0.2,0.2,6.0,1000.0,10.0,1.1647,1.117010721276371,0.0030821
0.2,0.2,6.0,1000.0,10.0,1.1772,1.2566370614359172,0.0034753
0.2,0.2,6.0,1000.0,10.0,1.1892,1.3962634015954636,0.0038294
0.2,0.2,6.0,1000.0,10.0,0.41238,1.53588974175501,0.00012219
0.2,0.2,6.0,1000.0,10.0,0.60905,0.0698131700797731,7.0693e-05
0.2,0.2,6.0,1000.0,10.0,0.78884,0.2094395102393195,0.00015581
0.2,0.2,6.0,1000.0,10.0,0.91554,0.3490658503988659,0.00029991
0.2,0.2,6.0,1000.0,10.0,0.97855,0.4886921905584123,0.00049305
0.2,0.2,6.0,1000.0,10.0,0.99837,0.6283185307179586,0.00072018
0.2,0.2,6.0,1000.0,10.0,1.017,0.767944870877505,0.00097856
0.2,0.2,6.0,1000.0,10.0,1.0372,0.9075712110370514,0.0012608
0.8,0.2,6.0,100.0,40.0,0.085636,0.418879020478639,0.00034969
0.8,0.2,6.0,100.0,40.0,0.69335,0.5585053606381855,0.035066
0.8,0.2,6.0,100.0,40.0,0.73824,0.6981317007977318,0.043746
0.8,0.2,6.0,100.0,40.0,0.7791,0.8377580409572781,0.051466
0.8,0.2,6.0,100.0,40.0,0.81444,0.9773843811168246,0.0578
0.8,0.2,6.0,100.0,40.0,0.84524,1.117010721276371,0.062662
0.8,0.2,6.0,100.0,40.0,0.87333,1.2566370614359172,0.06803
0.8,0.2,6.0,100.0,40.0,0.89307,1.3962634015954636,0.074048
0.8,0.2,6.0,100.0,40.0,0.91282,1.53588974175501,0.080039
0.8,0.2,6.0,100.0,40.0,0.93423,0.0698131700797731,0.048168
0.8,0.2,6.0,100.0,40.0,0.16986,0.2094395102393195,0.00097483
0.8,0.2,6.0,100.0,40.0,0.94451,0.3490658503988659,0.091301
0.8,0.2,6.0,100.0,40.0,0.25137,0.4886921905584123,0.0032313
0.8,0.2,6.0,100.0,40.0,0.32856,0.6283185307179586,0.006589
0.8,0.2,6.0,100.0,40.0,0.40116,0.767944870877505,0.011101
0.8,0.2,6.0,100.0,40.0,0.46886,0.9075712110370514,0.016337
0.8,0.2,6.0,100.0,40.0,0.53217,1.0471975511965976,0.021562
0.8,0.2,6.0,100.0,40.0,0.59067,1.1868238913561442,0.026567
0.8,0.2,6.0,100.0,40.0,0.6442,1.3264502315156903,0.031657
0.8,0.2,6.0,1000.0,40.0,0.15757,1.4660765716752369,0.00018879
0.8,0.2,6.0,1000.0,40.0,0.94573,0.0,0.0025303
0.8,0.2,6.0,1000.0,40.0,0.95705,0.1396263401595463,0.0073051
0.8,0.2,6.0,1000.0,40.0,0.96814,0.2792526803190927,0.010579
0.8,0.2,6.0,1000.0,40.0,0.97703,0.418879020478639,0.014115
0.8,0.2,6.0,1000.0,40.0,0.98592,0.5585053606381855,0.017481
0.8,0.2,6.0,1000.0,40.0,0.99373,0.6981317007977318,0.019887
0.8,0.2,6.0,1000.0,40.0,1.0012,0.8377580409572781,0.021393
0.8,0.2,6.0,1000.0,40.0,1.0085,0.9773843811168246,0.022142
0.8,0.2,6.0,1000.0,40.0,1.0157,1.117010721276371,0.022527
0.8,0.2,6.0,1000.0,40.0,0.30636,1.2566370614359172,0.00070615
0.8,0.2,6.0,1000.0,40.0,1.0234,1.3962634015954636,0.023109
0.8,0.2,6.0,1000.0,40.0,0.43994,1.53588974175501,0.0014348
0.8,0.2,6.0,1000.0,40.0,0.65882,0.0698131700797731,0.0015407
0.8,0.2,6.0,1000.0,40.0,0.74418,0.2094395102393195,0.0029328
0.8,0.2,6.0,1000.0,40.0,0.81435,0.3490658503988659,0.0046927
0.8,0.2,6.0,1000.0,40.0,0.86725,0.4886921905584123,0.0067963
0.8,0.2,6.0,1000.0,40.0,0.90489,0.6283185307179586,0.0088081
0.2,0.4,10.0,1000.0,5.0,0.14198,1.0471975511965976,1.0618e-05
0.2,0.4,10.0,1000.0,5.0,0.9863,1.1868238913561442,0.00081022
0.2,0.4,10.0,1000.0,5.0,1.0017,1.3264502315156903,0.00094889
0.2,0.4,10.0,1000.0,5.0,1.0103,1.4660765716752369,0.0010764
0.2,0.4,10.0,1000.0,5.0,1.0273,0.0,0.00037928
0.2,0.4,10.0,1000.0,5.0,1.0356,0.1396263401595463,0.00068916
0.2,0.4,10.0,1000.0,5.0,1.0438,0.2792526803190927,0.00088967
0.2,0.4,10.0,1000.0,5.0,1.0517,0.418879020478639,0.0010871
0.2,0.4,10.0,1000.0,5.0,1.059,0.5585053606381855,0.0012898
0.2,0.4,10.0,1000.0,5.0,1.0651,0.6981317007977318,0.0014948
0.2,0.4,10.0,1000.0,5.0,0.28307,0.8377580409572781,3.5649e-05
0.2,0.4,10.0,1000.0,5.0,1.0703,0.9773843811168246,0.0018086
0.2,0.4,10.0,1000.0,5.0,0.42221,1.117010721276371,8.9583e-05
0.2,0.4,10.0,1000.0,5.0,0.55865,1.2566370614359172,0.00016374
0.2,0.4,10.0,1000.0,5.0,0.69112,1.3962634015954636,0.00025998
0.2,0.4,10.0,1000.0,5.0,0.81657,1.53588974175501,0.00037257
0.2,0.4,10.0,1000.0,5.0,0.95551,0.0698131700797731,0.0002838
0.2,0.4,10.0,1000.0,5.0,0.9709,0.2094395102393195,0.00042154
0.2,0.4,20.0,100.0,5.0,0.064884,1.0471975511965976,2.2421e-05
0.2,0.4,20.0,100.0,5.0,0.6333,1.1868238913561442,0.0020722
0.2,0.4,20.0,100.0,5.0,0.69277,1.3264502315156903,0.0025882
0.2,0.4,20.0,100.0,5.0,0.75102,1.4660765716752369,0.0031245
0.2,0.4,20.0,100.0,5.0,0.85723,0.0,0.0014267
0.2,0.4,20.0,100.0,5.0,0.90132,0.1396263401595463,0.002607
0.2,0.4,20.0,100.0,5.0,0.93353,0.2792526803190927,0.0032887
0.2,0.4,20.0,100.0,5.0,0.95553,0.418879020478639,0.0039993
0.2,0.4,20.0,100.0,5.0,0.96652,0.5585053606381855,0.0047603
0.2,0.4,20.0,100.0,5.0,0.9775,0.6981317007977318,0.0055541
0.2,0.4,20.0,100.0,5.0,0.12975,0.8377580409572781,7.4117e-05
0.2,0.4,20.0,100.0,5.0,0.98849,0.9773843811168246,0.0066902
0.2,0.4,20.0,100.0,5.0,0.19445,1.117010721276371,0.00018568
0.2,0.4,20.0,100.0,5.0,0.25879,1.2566370614359172,0.00034366
0.2,0.4,20.0,100.0,5.0,0.32274,1.3962634015954636,0.0005511
0.2,0.4,20.0,100.0,5.0,0.38621,1.53588974175501,0.00079892
0.2,0.4,20.0,100.0,5.0,0.51133,0.0698131700797731,0.00073186
0.2,0.4,20.0,100.0,5.0,0.57275,0.2094395102393195,0.00096533
0.2,0.4,20.0,1000.0,5.0,0.11726,0.3490658503988659,4.1913e-06
0.2,0.4,20.0,1000.0,5.0,0.96892,0.4886921905584123,0.00046231
0.2,0.4,20.0,1000.0,5.0,0.98673,0.6283185307179586,0.00057807
0.2,0.4,20.0,1000.0,5.0,0.99027,0.767944870877505,0.00069221
0.2,0.4,20.0,1000.0,5.0,0.99381,0.9075712110370514,0.00081482
0.2,0.4,20.0,1000.0,5.0,0.9968,1.0471975511965976,0.0009406
0.2,0.4,20.0,1000.0,5.0,0.99905,1.1868238913561442,0.0010601
0.2,0.4,20.0,1000.0,5.0,1.0013,1.3264502315156903,0.0011758
0.2,0.4,20.0,1000.0,5.0,1.0039,1.4660765716752369,0.001282
0.2,0.4,20.0,1000.0,5.0,1.0102,0.0,0.00038653
0.2,0.4,20.0,1000.0,5.0,0.23405,0.1396263401595463,1.4676e-05
0.2,0.4,20.0,1000.0,5.0,1.0134,0.2792526803190927,0.00091149
0.2,0.4,20.0,1000.0,5.0,0.34959,0.418879020478639,3.8626e-05
0.2,0.4,20.0,1000.0,5.0,0.46346,0.5585053606381855,7.6641e-05
0.2,0.4,20.0,1000.0,5.0,0.57507,0.6981317007977318,0.00013275
0.2,0.4,20.0,1000.0,5.0,0.6836,0.8377580409572781,0.00020928
0.2,0.4,20.0,1000.0,5.0,0.78773,0.9773843811168246,0.00030481
0.2,0.4,20.0,1000.0,5.0,0.87753,1.117010721276371,0.00041173
0.2,0.4,20.0,1000.0,5.0,0.9424,1.2566370614359172,0.0005189
0.2,0.8,20.0,100.0,5.0,0.079643,0.9075712110370514,1.9433e-05
0.2,0.8,20.0,100.0,5.0,0.77153,1.0471975511965976,0.0019418
0.2,0.8,20.0,100.0,5.0,0.84043,1.1868238913561442,0.0023781
0.2,0.8,20.0,100.0,5.0,0.90157,1.3264502315156903,0.0028396
0.2,0.8,20.0,100.0,5.0,0.98632,0.0,0.0022651
0.2,0.8,20.0,100.0,5.0,0.99639,0.1396263401595463,0.0040381
0.2,0.8,20.0,100.0,5.0,0.9983,0.2792526803190927,0.0047909
0.2,0.8,20.0,100.0,5.0,1.0002,0.418879020478639,0.0052913
0.2,0.8,20.0,100.0,5.0,1.0023,0.5585053606381855,0.0057373
0.2,0.8,20.0,100.0,5.0,0.15928,0.6981317007977318,7.4793e-05
0.2,0.8,20.0,100.0,5.0,1.0049,0.8377580409572781,0.0062093
0.2,0.8,20.0,100.0,5.0,0.23867,0.9773843811168246,0.00017287
0.2,0.8,20.0,100.0,5.0,0.31763,1.117010721276371,0.00031128
0.8,0.4,20.0,100.0,20.0,0.49879,1.53588974175501,0.0088039
0.8,0.4,20.0,1000.0,20.0,0.12257,0.0698131700797731,4.5821e-05
0.8,0.4,20.0,1000.0,20.0,0.85247,0.2094395102393195,0.0034953
0.8,0.4,20.0,1000.0,20.0,0.87828,0.3490658503988659,0.0044623
0.8,0.4,20.0,1000.0,20.0,0.89381,0.4886921905584123,0.0052189
0.8,0.4,20.0,1000.0,20.0,0.90387,0.6283185307179586,0.0057436
0.8,0.4,20.0,1000.0,20.0,0.90936,0.767944870877505,0.0061192
0.8,0.4,20.0,1000.0,20.0,0.91371,0.9075712110370514,0.0064927
0.8,0.4,20.0,1000.0,20.0,0.91758,1.0471975511965976,0.0069389
0.8,0.4,20.0,1000.0,20.0,0.92096,1.1868238913561442,0.0076103
0.8,0.4,20.0,1000.0,20.0,0.92424,1.3264502315156903,0.0082699
0.8,0.4,20.0,1000.0,20.0,0.92715,1.4660765716752369,0.0088829
0.8,0.4,20.0,1000.0,20.0,0.93003,0.0,0.0032741
0.8,0.4,20.0,1000.0,20.0,0.35896,0.1396263401595463,0.00039672
0.8,0.4,20.0,1000.0,20.0,0.46604,0.2792526803190927,0.00069034
0.8,0.4,20.0,1000.0,20.0,0.56136,0.418879020478639,0.0010875
0.8,0.4,20.0,1000.0,20.0,0.64419,0.5585053606381855,0.0015886
0.8,0.4,20.0,1000.0,20.0,0.71373,0.6981317007977318,0.0021227
0.8,0.4,20.0,1000.0,20.0,0.77085,0.8377580409572781,0.0025793
0.8,0.4,20.0,1000.0,20.0,0.81762,0.9773843811168246,0.0030148
0.2,0.4,3.0,1000.0,5.0,0.26613,1.3962634015954636,3.992e-05
0.2,0.4,3.0,1000.0,5.0,1.3173,1.53588974175501,0.0021732
0.2,0.4,3.0,1000.0,5.0,1.4061,0.0698131700797731,0.0011168
0.2,0.4,3.0,1000.0,5.0,1.4449,0.2094395102393195,0.0015119
0.2,0.4,3.0,1000.0,5.0,1.4804,0.3490658503988659,0.001911
0.2,0.4,3.0,1000.0,5.0,1.5163,0.4886921905584123,0.0023856
0.2,0.4,3.0,1000.0,5.0,1.5517,0.6283185307179586,0.0029266
0.2,0.4,3.0,1000.0,5.0,1.5842,0.767944870877505,0.0034994
